case_id,conversation_id,customer_problem,conversation,amazon_responses,resolution,intent,resolution_quality,turn_count
C003179,1114337,"@AmazonHelp 普段支払いしてから15分から30分して確認メールが届いたので少し心配してました。確認メールは、先ほどこちらに届きましたので内容は既に理解しています。
お忙しい中、リプライありがとうございます。
[USER_ID] アマゾンから支払い確認メールこないから困ってる
[USER_ID] [URL]
[USER_ID] 誰やで
[USER_ID] わいやで","AmazonHelp: [USER_ID] ご心配をおかけしており申し訳ございません。重ねてのご案内となり恐縮ですが、もしご不安な場合には些細なことでも構いませんのでご遠慮なくカスタマーサービスにご連絡いただければと存じます。
リプライいただきありがとうございました。HM
Customer: @AmazonHelp 普段支払いしてから15分から30分して確認メールが届いたので少し心配してました。確認メールは、先ほどこちらに届きましたので内容は既に理解しています。
お忙しい中、リプライありがとうございます。
AmazonHelp: [USER_ID] 失礼いたします。コンビニ払いのお支払いが完了してから、お支払い確認のメールが送信されるまでには時間差がございます。万が一数時間経過しても届かない場合は、リンクよりカスタマーサービスにお問い合わせください。[URL]  SM
Customer: [USER_ID] アマゾンから支払い確認メールこないから困ってる
Customer: [USER_ID] [URL]
Customer: [USER_ID] 誰やで
Customer: [USER_ID] わいやで","[USER_ID] ご心配をおかけしており申し訳ございません。重ねてのご案内となり恐縮ですが、もしご不安な場合には些細なことでも構いませんのでご遠慮なくカスタマーサービスにご連絡いただければと存じます。
リプライいただきありがとうございました。HM
[USER_ID] 失礼いたします。コンビニ払いのお支払いが完了してから、お支払い確認のメールが送信されるまでには時間差がございます。万が一数時間経過しても届かない場合は、リンクよりカスタマーサービスにお問い合わせください。[URL]  SM",Provided support guidance. Provided support link.,general_inquiry,medium,7
C040103,2485602,"@AmazonHelp @amazonhelp  Expected delivery date has been moved back 3 days from Nov 14 to Nov 17.
[USER_ID] @9236 Now [USER_ID] is ruthlessly trolling me with emails about savings on the book they never sent [URL]
[USER_ID] didn't deliver my preordered #Oathbringer yesterday--had to rush out to @9236 at the last minute. [URL]","AmazonHelp: [USER_ID] It looks like this book was just release on Nov. 14, 2017! What is the current status of your order: [URL] ? ^DD
Customer: @AmazonHelp @amazonhelp  Expected delivery date has been moved back 3 days from Nov 14 to Nov 17.
Customer: [USER_ID] @9236 Now [USER_ID] is ruthlessly trolling me with emails about savings on the book they never sent [URL]
Customer: [USER_ID] didn't deliver my preordered #Oathbringer yesterday--had to rush out to @9236 at the last minute. [URL]","[USER_ID] It looks like this book was just release on Nov. 14, 2017! What is the current status of your order: [URL] ? ^DD",Provided support link.,late_delivery,medium,4
C020832,1668916,"Order ID:[PHONE]-2413959,order date:31-May-17, Paras shah,I/503,Radhe 
Residency,Vadodara, mo.[PHONE] ,still today norefund [USER_ID]","AmazonHelp: [USER_ID] Please don’t provide your order details as we consider them to be personal information. Our page is visible to public. ^PB (2/2)
Customer: Order ID:[PHONE]-2413959,order date:31-May-17, Paras shah,I/503,Radhe 
Residency,Vadodara, mo.[PHONE] ,still today norefund [USER_ID]
AmazonHelp: [USER_ID] Sorry about that! Kindly fill in your details here:[URL] and we'll get this sorted for you. Also, ^PB (1/2)
AmazonHelp: [USER_ID] Sorry about that! Kindly fill in your details here:[URL] and we'll look into it for you. ^PB","[USER_ID] Please don’t provide your order details as we consider them to be personal information. Our page is visible to public. ^PB (2/2)
[USER_ID] Sorry about that! Kindly fill in your details here:[URL] and we'll get this sorted for you. Also, ^PB (1/2)
[USER_ID] Sorry about that! Kindly fill in your details here:[URL] and we'll look into it for you. ^PB",Provided support guidance. Acknowledged the issue and apologized.,refund_issue,medium,4
C035182,232815,[USER_ID] i had buy this reebok shoe from amazon and within 1month it grip and colors faded why r u all cheating student. [URL],"AmazonHelp: [USER_ID] Please don't provide your order details, as we consider it to be personal info. Our page is visible to the public. 2/2 ^OS
Customer: [USER_ID] i had buy this reebok shoe from amazon and within 1month it grip and colors faded why r u all cheating student. [URL]
AmazonHelp: [USER_ID] Sorry for the unpleasant experience. Please report this issue to our support team here: [URL]. 1/2^OS","[USER_ID] Please don't provide your order details, as we consider it to be personal info. Our page is visible to the public. 2/2 ^OS
[USER_ID] Sorry for the unpleasant experience. Please report this issue to our support team here: [URL]. 1/2^OS",Provided support guidance. Acknowledged the issue and apologized.,general_inquiry,medium,3
C052473,2853697,"@AmazonHelp Thank you for your response. Unfortunately, that link takes me straight to the sign-in page. I am not able to sign in - that is the problem. How else can I get help?
@AmazonHelp I am having problems accessing my account. I called customer service, who said they are having 'problems with their system' and they needed to call me back in an hour. That was almost two hours ago. Can you help?","AmazonHelp: [USER_ID] I'm sorry you're having trouble accessing your account! Please feel free to contact our support team using the Chat or e-mail option through this link: [URL] ^WM
Customer: @AmazonHelp Thank you for your response. Unfortunately, that link takes me straight to the sign-in page. I am not able to sign in - that is the problem. How else can I get help?
AmazonHelp: [USER_ID] Sorry about that! Let's try this link instead: [URL] ^NM
Customer: @AmazonHelp I am having problems accessing my account. I called customer service, who said they are having 'problems with their system' and they needed to call me back in an hour. That was almost two hours ago. Can you help?","[USER_ID] I'm sorry you're having trouble accessing your account! Please feel free to contact our support team using the Chat or e-mail option through this link: [URL] ^WM
[USER_ID] Sorry about that! Let's try this link instead: [URL] ^NM",Acknowledged the issue and apologized.,account_issue,strong,4
C074032,745108,[USER_ID] Where my shit at???! [URL],"AmazonHelp: [USER_ID] I'm sorry for the wait! What does the tracking info say here: [URL]? ^MH
Customer: [USER_ID] Where my shit at???! [URL]",[USER_ID] I'm sorry for the wait! What does the tracking info say here: [URL]? ^MH,Acknowledged the issue and apologized.,general_inquiry,medium,2
C057031,2961689,"@AmazonHelp A parcel was 2 days late last week, a parcel was ment to come yesterday never arrived, tracked it and said they tried to deliver at 10pm last night which is rubbish and still hasn’t come, spoke to customer service but they cannot contact the driver not very happy as paying prime
Don’t know why I pay 4 amazon prime when things r 2 day late 😡@AmazonHelp","AmazonHelp: [USER_ID] Truly sorry for the wait, this isn't the experience we strive for! Just for clarity, have we missed the expected delivery date? What does the tracking currently display? Check here: [URL] and please let us know. ^JE
Customer: @AmazonHelp A parcel was 2 days late last week, a parcel was ment to come yesterday never arrived, tracked it and said they tried to deliver at 10pm last night which is rubbish and still hasn’t come, spoke to customer service but they cannot contact the driver not very happy as paying prime
AmazonHelp: [USER_ID] So sorry for the delay! We are here to help! I'd like a member of my team to look into this personally for you! Please provide us your information here: [URL] and someone will be in touch soon! ^AD
Customer: Don’t know why I pay 4 amazon prime when things r 2 day late 😡@AmazonHelp","[USER_ID] Truly sorry for the wait, this isn't the experience we strive for! Just for clarity, have we missed the expected delivery date? What does the tracking currently display? Check here: [URL] and please let us know. ^JE
[USER_ID] So sorry for the delay! We are here to help! I'd like a member of my team to look into this personally for you! Please provide us your information here: [URL] and someone will be in touch soon! ^AD",Acknowledged the issue and apologized.,late_delivery,strong,4
C030703,2216742,"ａｍａｚｏｎプライム会員ほんと価値あるなぁ

ちょっと曲ききてぇなぁと思ったので前室長さんがＲＴしてたの思い出してペルソナ４のアルバム聞いてる。

これらが聴き放題とか神かよ","AmazonHelp: [USER_ID] ご利用ありがとうございます。気に入っていただけてうれしいです！！！
ぜひぜひご活用ください( *• ̀ω•́ )b SK
Customer: ａｍａｚｏｎプライム会員ほんと価値あるなぁ

ちょっと曲ききてぇなぁと思ったので前室長さんがＲＴしてたの思い出してペルソナ４のアルバム聞いてる。

これらが聴き放題とか神かよ","[USER_ID] ご利用ありがとうございます。気に入っていただけてうれしいです！！！
ぜひぜひご活用ください( *• ̀ω•́ )b SK",Provided support guidance.,general_inquiry,weak,2
C010173,1333607,Amazing packaging by [USER_ID] for my order of oats and air 🤦 [URL],"AmazonHelp: [USER_ID] I get your concern on the packaging. I will be sure to take your feedback internally to work on this. ^BS
Customer: Amazing packaging by [USER_ID] for my order of oats and air 🤦 [URL]",[USER_ID] I get your concern on the packaging. I will be sure to take your feedback internally to work on this. ^BS,Provided support guidance.,general_inquiry,weak,2
C018925,1603560,Na klar [USER_ID] bestellt man xbox one x direkt am 20.9 vor und soll die erst am 9.11 statt 7.11 bekommen als Primekunde,"AmazonHelp: [USER_ID] Bitte entschuldige die Verzögerung. Melde dich hier, damit dem nachgehen können: [URL] Grüße ^UK
Customer: Na klar [USER_ID] bestellt man xbox one x direkt am 20.9 vor und soll die erst am 9.11 statt 7.11 bekommen als Primekunde","[USER_ID] Bitte entschuldige die Verzögerung. Melde dich hier, damit dem nachgehen können: [URL] Grüße ^UK",Provided support link.,general_inquiry,weak,2
C080544,96823,"Why am I on an interminable hold with [USER_ID] right now? Not only do they screw up THREE deliveries in a single week, now I'm being forgotten about on the phone. Great company!","AmazonHelp: [USER_ID] Sorry to hear that, Zachary. Keep us posted on the progress of your call, we'd like to help.^TI
Customer: Why am I on an interminable hold with [USER_ID] right now? Not only do they screw up THREE deliveries in a single week, now I'm being forgotten about on the phone. Great company!","[USER_ID] Sorry to hear that, Zachary. Keep us posted on the progress of your call, we'd like to help.^TI",Acknowledged the issue and apologized.,general_inquiry,medium,2
C080588,969256,amazon barいってみたい,"AmazonHelp: [USER_ID] 10月29日まで開催しておりますので、よろしければ、ぜひ♪ [URL] TN
Customer: amazon barいってみたい",[USER_ID] 10月29日まで開催しておりますので、よろしければ、ぜひ♪ [URL] TN,Provided support link.,general_inquiry,weak,2
C004155,1143426,"[USER_ID] vc partiu meu 💔, colocou o kindle em promoção logo na semana posterior que o meu chegou em casa 💔💔💔💔💔💔💔💔💔💔💔","AmazonHelp: [USER_ID] Olá, sinto o acontecido, recomendo contatar nosso Serviço ao Cliente acessando o seguinte link: [URL] ^AZ
Customer: [USER_ID] vc partiu meu 💔, colocou o kindle em promoção logo na semana posterior que o meu chegou em casa 💔💔💔💔💔💔💔💔💔💔💔","[USER_ID] Olá, sinto o acontecido, recomendo contatar nosso Serviço ao Cliente acessando o seguinte link: [URL] ^AZ",Provided support link.,promotion,weak,2
C029172,21485,"[USER_ID] [USER_ID] One payment has been done through net banking and another through COD but I received back only one payment.
[USER_ID] [USER_ID] 
Please refer my previous tweets and I request to you to please look into the matter and refund my money [URL]
@AmazonHelp I attached the snapshot of that","AmazonHelp: [USER_ID] Sorry for the trouble with the refund. Please get in touch with our support team here: [URL] ^AR
Customer: [USER_ID] [USER_ID] One payment has been done through net banking and another through COD but I received back only one payment.
Customer: [USER_ID] [USER_ID] 
Please refer my previous tweets and I request to you to please look into the matter and refund my money [URL]
AmazonHelp: [USER_ID] we consider it to be personal information. Our page is visible to the public. 3/3 ^AH
AmazonHelp: [USER_ID] here: [URL] and I’ll contact you soon. Please don't provide your order details, 2/3 ^AH
Customer: @AmazonHelp I attached the snapshot of that
AmazonHelp: [USER_ID] I just checked and we've received your details. Please allow us some time and we'll reach out to you. ^KA
AmazonHelp: [USER_ID] I understand your concern regarding refund, I'd like to help you with this. Kindly drop in your details 1/3 ^AH","[USER_ID] Sorry for the trouble with the refund. Please get in touch with our support team here: [URL] ^AR
[USER_ID] we consider it to be personal information. Our page is visible to the public. 3/3 ^AH
[USER_ID] here: [URL] and I’ll contact you soon. Please don't provide your order details, 2/3 ^AH
[USER_ID] I just checked and we've received your details. Please allow us some time and we'll reach out to you. ^KA
[USER_ID] I understand your concern regarding refund, I'd like to help you with this. Kindly drop in your details 1/3 ^AH",Acknowledged the issue and apologized. Provided support guidance. Provided support link. Processed or initiated refund.,refund_issue,strong,8
C060527,352882,[USER_ID] help resolve this issue..!!! [URL],"AmazonHelp: [USER_ID] Sorry to know that you're having trouble in setting up the language for your Echo device.  We'd like to have this checked, kindly report this to our support team here:[URL] and we'll look into it. ^EM
Customer: [USER_ID] help resolve this issue..!!! [URL]","[USER_ID] Sorry to know that you're having trouble in setting up the language for your Echo device.  We'd like to have this checked, kindly report this to our support team here:[URL] and we'll look into it. ^EM",Acknowledged the issue and apologized.,general_inquiry,medium,2
C008721,1289709,"@AmazonHelp Schon gemacht :D
@AmazonHelp Danke :*
""Verzögert

Für Ihre Sendung wurde ein Zustellversuch unternommen. Die Sendung konnte nicht zugestellt werden, da der Ort geschlossen war. Die Zustellung wird am nächsten Werktag erneut versucht.""

[USER_ID] [USER_ID] dafür zahlt man also 13€ mehr?","AmazonHelp: [USER_ID] Das ist ärgerlich. Reklamiere den nicht gehaltenen Termin gerne über unseren Kundenservice: [URL] ^MI
Customer: @AmazonHelp Schon gemacht :D
Customer: @AmazonHelp Danke :*
Customer: ""Verzögert

Für Ihre Sendung wurde ein Zustellversuch unternommen. Die Sendung konnte nicht zugestellt werden, da der Ort geschlossen war. Die Zustellung wird am nächsten Werktag erneut versucht.""

[USER_ID] [USER_ID] dafür zahlt man also 13€ mehr?",[USER_ID] Das ist ärgerlich. Reklamiere den nicht gehaltenen Termin gerne über unseren Kundenservice: [URL] ^MI,Provided support link.,general_inquiry,weak,4
C029938,2176639,"@AmazonHelp I've restarted, airplane mode on &amp; off, and wireless option on and off (i don't have any wireless to connect to, but turned it on/off anyway.)  I keep getting the same error: [URL]
[USER_ID] is there a reason that my Amazon Music App will no longer open on my Galaxy Tab unless I'm connected to wireless? I had downloaded offline music I own on the app and am now music-less at work with no wifi!","AmazonHelp: [USER_ID] Sorry to hear this did not fix it. Can I ask for you to contact our customer service team here: [URL] ^GA
Customer: @AmazonHelp I've restarted, airplane mode on &amp; off, and wireless option on and off (i don't have any wireless to connect to, but turned it on/off anyway.)  I keep getting the same error: [URL]
AmazonHelp: [USER_ID] I'm sorry your Music app isn't working offline! Let's troubleshoot! Does it fail to load after you've restarted your device? Is there an error message when you try to open the app? ^TK
Customer: [USER_ID] is there a reason that my Amazon Music App will no longer open on my Galaxy Tab unless I'm connected to wireless? I had downloaded offline music I own on the app and am now music-less at work with no wifi!","[USER_ID] Sorry to hear this did not fix it. Can I ask for you to contact our customer service team here: [URL] ^GA
[USER_ID] I'm sorry your Music app isn't working offline! Let's troubleshoot! Does it fail to load after you've restarted your device? Is there an error message when you try to open the app? ^TK",Acknowledged the issue and apologized.,technical_issue,strong,4
C051890,2838602,So [USER_ID] Prime One Day Delivery is......Thursday! 😳😂😂,"AmazonHelp: [USER_ID] Oh no! The delivery date offered at checkout provides our most accurate estimate. You can read more about deliveries and delivery times during this period here: [URL]. Please let us know if you have further questions or concerns. ^TG
Customer: So [USER_ID] Prime One Day Delivery is......Thursday! 😳😂😂",[USER_ID] Oh no! The delivery date offered at checkout provides our most accurate estimate. You can read more about deliveries and delivery times during this period here: [URL]. Please let us know if you have further questions or concerns. ^TG,Provided support link.,general_inquiry,medium,2
C040789,2509268,"@AmazonHelp I checked with them, they said they didn’t get an email either.
@AmazonHelp Is it possible email went to primary account holder for our Prime account?
@AmazonHelp Hi, checked email and spam box. Nothing there. 😕
Weird call with @AmazonHelp today. Package didn’t come. They blamed [USER_ID] - rep tried to say it was wrong address AND both blamed mail man. My address was listed 100% right on tracking. What gives?! Rep promised extra month of Prime for error but I received no confirmation 😡","AmazonHelp: [USER_ID] I'm sorry for the trouble! Let's go over your available options here: [URL] ^LL
Customer: @AmazonHelp I checked with them, they said they didn’t get an email either.
Customer: @AmazonHelp Is it possible email went to primary account holder for our Prime account?
Customer: @AmazonHelp Hi, checked email and spam box. Nothing there. 😕
AmazonHelp: [USER_ID] I'm sorry to hear about the delivery issue you experienced! Did you make sure to check your spam or junk folder for the confirmation e-mail? They are sometimes routed there by mistake. ^JS
Customer: Weird call with @AmazonHelp today. Package didn’t come. They blamed [USER_ID] - rep tried to say it was wrong address AND both blamed mail man. My address was listed 100% right on tracking. What gives?! Rep promised extra month of Prime for error but I received no confirmation 😡
AmazonHelp: [USER_ID] You can also find e-mails related to your account that were sent by Amazon in the Message Center of your Amazon account here: [URL] ^FJ","[USER_ID] I'm sorry for the trouble! Let's go over your available options here: [URL] ^LL
[USER_ID] I'm sorry to hear about the delivery issue you experienced! Did you make sure to check your spam or junk folder for the confirmation e-mail? They are sometimes routed there by mistake. ^JS
[USER_ID] You can also find e-mails related to your account that were sent by Amazon in the Message Center of your Amazon account here: [URL] ^FJ",Acknowledged the issue and apologized. Provided support link.,missing_package,strong,7
C067687,534192,@AmazonHelp heres what the app page shows... [URL],"AmazonHelp: [USER_ID] Please reach out to us here: [URL] for assistance with this. Thank you ^AP
Customer: @AmazonHelp heres what the app page shows... [URL]",[USER_ID] Please reach out to us here: [URL] for assistance with this. Thank you ^AP,Provided support link.,technical_issue,weak,2
C056070,293809,"@AmazonHelp it arrived safe and sound EARLY! #NowWeDoTheDanceOfJoy
Checks [USER_ID] to see if my BB Leap that said it was shipping yesterday had left yep...nope. The iPhone struggle is going to continue.","AmazonHelp: [USER_ID] Hi there! Just to confirm, have we missed the delivery date provided to you via checkout/e-mail? ^WJ
Customer: @AmazonHelp it arrived safe and sound EARLY! #NowWeDoTheDanceOfJoy
AmazonHelp: [USER_ID] We're so glad to hear it arrived safe, sound and early! 😁📦 ^TG
Customer: Checks [USER_ID] to see if my BB Leap that said it was shipping yesterday had left yep...nope. The iPhone struggle is going to continue.","[USER_ID] Hi there! Just to confirm, have we missed the delivery date provided to you via checkout/e-mail? ^WJ
[USER_ID] We're so glad to hear it arrived safe, sound and early! 😁📦 ^TG",Provided support guidance.,general_inquiry,medium,4
C040781,2509234,"@AmazonHelp ""From AMZL US at 5PM today.
Carrier is unable to gain access to front door to deliver the package. Please contact the carrier to resolve"" (Though there is no code to access my house) 2/2
@AmazonHelp 3 orders delivered by AMZL US.  1 on time.  1 was 2 days late. 1 is a day late and has yet to arrive today.  #amzl_us","AmazonHelp: [USER_ID] Oh dear!  I am sorry that your delivery is delayed, Tracy. Please reach out to us here so that we may further assist: [URL] ^SP
Customer: @AmazonHelp ""From AMZL US at 5PM today.
Carrier is unable to gain access to front door to deliver the package. Please contact the carrier to resolve"" (Though there is no code to access my house) 2/2
AmazonHelp: [USER_ID] Please provide your contact information with the link provided by SP. We'll need it to escalate this to the Amazon Logistics team directly. ^LJ
Customer: @AmazonHelp 3 orders delivered by AMZL US.  1 on time.  1 was 2 days late. 1 is a day late and has yet to arrive today.  #amzl_us","[USER_ID] Oh dear!  I am sorry that your delivery is delayed, Tracy. Please reach out to us here so that we may further assist: [URL] ^SP
[USER_ID] Please provide your contact information with the link provided by SP. We'll need it to escalate this to the Amazon Logistics team directly. ^LJ",Acknowledged the issue and apologized. Provided support link.,late_delivery,strong,4
C052108,2845476,@AmazonHelp not that it matters with this order but this packaging is awful. It was shipped half open. [URL],"AmazonHelp: [USER_ID] So sorry to see this!  It does matter to us- thanks for bringing this to our attention. When you have a moment, would you mind passing your feedback along here: [URL]? ^BL
Customer: @AmazonHelp not that it matters with this order but this packaging is awful. It was shipped half open. [URL]","[USER_ID] So sorry to see this!  It does matter to us- thanks for bringing this to our attention. When you have a moment, would you mind passing your feedback along here: [URL]? ^BL",Acknowledged the issue and apologized.,general_inquiry,weak,2
C052263,2849031,"@AmazonHelp Obrigado pelos esclarecimentos.
@AmazonHelp, assinei o Kindle Unlimited, mas tenho 1 dúvida quanto ao serviço: caso não o renove ao final do período de gratuidade, os 10 títulos baixados em meu dispositivo até então, serão autoMagicamente deletados? [URL]","AmazonHelp: [USER_ID] Boa tarde, Chicó. O seu comentário foi respondido no link: [URL] ^CR
Customer: @AmazonHelp Obrigado pelos esclarecimentos.
Customer: @AmazonHelp, assinei o Kindle Unlimited, mas tenho 1 dúvida quanto ao serviço: caso não o renove ao final do período de gratuidade, os 10 títulos baixados em meu dispositivo até então, serão autoMagicamente deletados? [URL]","[USER_ID] Boa tarde, Chicó. O seu comentário foi respondido no link: [URL] ^CR",Provided support link.,general_inquiry,weak,3
C042441,2558520,"@AmazonHelp Un bloqueador solar y unas sombras para los ojos. 😁
@AmazonHelp Pero es otoño... 🍃🍂🍁
Comprar por [USER_ID] se ha vuelto mi adicción.","AmazonHelp: [USER_ID] ¡Hola! Después de tu primer compra es imposible parar. ¡Tu Carrito debe estar lleno!. 😍😃🛒 Cuéntanos, ¿cuál fue la última compra que hiciste? ^AA
Customer: @AmazonHelp Un bloqueador solar y unas sombras para los ojos. 😁
AmazonHelp: [USER_ID] ¡Se nota que disfrutas del sol y posiblemente también de viajes a la playa, que bien que ya tienes todos los productos necesarios para pasarla bien durante el verano! ^CB
Customer: @AmazonHelp Pero es otoño... 🍃🍂🍁
AmazonHelp: [USER_ID] Cierto, aunque recuerda que siempre es importante mantener tu piel hidratada y protegida. Y no está demás tener tu bloqueador listo por algún viaje sorpresa a alguna playa paradisíaca. 😉🌞😊 O ¿prefieres los lugares montañosos? ^KA [URL]
Customer: Comprar por [USER_ID] se ha vuelto mi adicción.","[USER_ID] ¡Hola! Después de tu primer compra es imposible parar. ¡Tu Carrito debe estar lleno!. 😍😃🛒 Cuéntanos, ¿cuál fue la última compra que hiciste? ^AA
[USER_ID] ¡Se nota que disfrutas del sol y posiblemente también de viajes a la playa, que bien que ya tienes todos los productos necesarios para pasarla bien durante el verano! ^CB
[USER_ID] Cierto, aunque recuerda que siempre es importante mantener tu piel hidratada y protegida. Y no está demás tener tu bloqueador listo por algún viaje sorpresa a alguna playa paradisíaca. 😉🌞😊 O ¿prefieres los lugares montañosos? ^KA [URL]",Provided support guidance. Provided support link.,general_inquiry,medium,6
C025208,1840618,"@AmazonHelp Order No.[PHONE]-8069125 Not yet dispatched ..what is the use of Diwali Candles after Diwali
@AmazonHelp 18October
@AmazonHelp Order not even dispatched..how can it be delivered till 8pm","AmazonHelp: [USER_ID] Also, please don't provide your order/account details as we consider them to be personal information. ^HK
Customer: @AmazonHelp Order No.[PHONE]-8069125 Not yet dispatched ..what is the use of Diwali Candles after Diwali
AmazonHelp: [USER_ID] Could you help us with the estimated delivery date provided in the order confirmation email? ^HK
Customer: @AmazonHelp 18October
AmazonHelp: [USER_ID] We deliver orders until 8 PM. Kindly wait till the same for the delivery. ^AP
Customer: @AmazonHelp Order not even dispatched..how can it be delivered till 8pm
AmazonHelp: [USER_ID] I understand your concern, I'd like to assist you, please fill this form: [URL] &amp; I’ll contact you soon.^AH","[USER_ID] Also, please don't provide your order/account details as we consider them to be personal information. ^HK
[USER_ID] Could you help us with the estimated delivery date provided in the order confirmation email? ^HK
[USER_ID] We deliver orders until 8 PM. Kindly wait till the same for the delivery. ^AP
[USER_ID] I understand your concern, I'd like to assist you, please fill this form: [URL] &amp; I’ll contact you soon.^AH",Provided support guidance. Provided support link.,general_inquiry,strong,7
C049486,2783190,"@AmazonHelp Elementary, my dear Amazon. 💙💙💙 mandem mimos
[USER_ID] Eu sou a pessoa + animada do mundo comprando esses anjos
Acabei de comprar: 'Coleção Sherlock Holmes - 10 Volumes' via [USER_ID]","AmazonHelp: [USER_ID] Olá Márcia! É muita a emoção, né?😱😊 Você gusta muito do suspense? ^HC
Customer: @AmazonHelp Elementary, my dear Amazon. 💙💙💙 mandem mimos
Customer: [USER_ID] Eu sou a pessoa + animada do mundo comprando esses anjos
Customer: Acabei de comprar: 'Coleção Sherlock Holmes - 10 Volumes' via [USER_ID]","[USER_ID] Olá Márcia! É muita a emoção, né?😱😊 Você gusta muito do suspense? ^HC",Provided support guidance.,general_inquiry,weak,4
C054949,2913152,Pretty sure someone stole my amazon package on Saturday and I’m the most sad about it 😔,"AmazonHelp: [USER_ID] I'm so sorry for this issue with your order. Please let us have a look into this with you here: [URL] ^DO
Customer: Pretty sure someone stole my amazon package on Saturday and I’m the most sad about it 😔",[USER_ID] I'm so sorry for this issue with your order. Please let us have a look into this with you here: [URL] ^DO,Acknowledged the issue and apologized.,general_inquiry,weak,2
C061857,387523,7am-10pm is the broadest delivery window ... [USER_ID] can you be more specific I have things to get done 😂😂😂😂😂,"AmazonHelp: [USER_ID] Sorry that we aren't able to provide a more strict time frame! Set your unattended preferences here: [URL] ^JZ
Customer: 7am-10pm is the broadest delivery window ... [USER_ID] can you be more specific I have things to get done 😂😂😂😂😂",[USER_ID] Sorry that we aren't able to provide a more strict time frame! Set your unattended preferences here: [URL] ^JZ,Acknowledged the issue and apologized.,general_inquiry,weak,2
C078304,887908,@AmazonHelp If my Prime was cancelled will my purchase history be preserved when I restart it or it it a blank slate?,"AmazonHelp: [USER_ID] You'll still have access to your order history if you cancel your Prime Membership. ^WJ
Customer: @AmazonHelp If my Prime was cancelled will my purchase history be preserved when I restart it or it it a blank slate?",[USER_ID] You'll still have access to your order history if you cancel your Prime Membership. ^WJ,Assisted with cancellation.,late_delivery,medium,2
C050586,2810487,"@AmazonHelp [USER_ID] [USER_ID] [USER_ID] Verificado y comprobado. El problema lo tienen ustedes al no adosar factura de compra junto al envío. Por eso se los están devolviendo
[USER_ID] [USER_ID] [USER_ID] ¿Qué está pasando con los envíos a Canarias? Todos están siendo devueltos por Correos","AmazonHelp: [USER_ID] Hola Adrián, lamento lo sucedido, ¿has verificado la información disponíble en este enlace: [URL]? ^AZ
Customer: @AmazonHelp [USER_ID] [USER_ID] [USER_ID] Verificado y comprobado. El problema lo tienen ustedes al no adosar factura de compra junto al envío. Por eso se los están devolviendo
Customer: [USER_ID] [USER_ID] [USER_ID] ¿Qué está pasando con los envíos a Canarias? Todos están siendo devueltos por Correos","[USER_ID] Hola Adrián, lamento lo sucedido, ¿has verificado la información disponíble en este enlace: [URL]? ^AZ",Provided support link.,general_inquiry,weak,3
C072161,682553,[USER_ID] i have purchased Moto -5s plus and opted for emi plan but in my current statement the complete amount is reflecting not emi,"AmazonHelp: [USER_ID] Allow our support team to investigate this. You can report this here: [URL]. ^CB
Customer: [USER_ID] i have purchased Moto -5s plus and opted for emi plan but in my current statement the complete amount is reflecting not emi",[USER_ID] Allow our support team to investigate this. You can report this here: [URL]. ^CB,Provided support link.,general_inquiry,weak,2
C044427,2619662,"@AmazonHelp yes missed the confirmation email delivery date. and the confirmation email delivery date was a day later than displayed on screen. This happens again and again! Amazon really need to tighten up on prime delivery prime is rapidly becoming ""Regular"" [URL]
@AmazonHelp NB  order number  [PHONE]-6153103
@AmazonHelp yet again ""Prime"" delivery is late, and says its not going to be up to another week! this happens all the time now. i hardly see the point in being a Prime member anymore! so frustrating!","AmazonHelp: [USER_ID] I'm sorry for the wait. Will we be missing the delivery date listed in your order confirmation e-mail? Has your order been dispatched? ^RA
Customer: @AmazonHelp yes missed the confirmation email delivery date. and the confirmation email delivery date was a day later than displayed on screen. This happens again and again! Amazon really need to tighten up on prime delivery prime is rapidly becoming ""Regular"" [URL]
AmazonHelp: [USER_ID] Hi, sorry to hear your order has been delayed. Have you been given a revised delivery date? ^ES
Customer: @AmazonHelp NB  order number  [PHONE]-6153103
Customer: @AmazonHelp yet again ""Prime"" delivery is late, and says its not going to be up to another week! this happens all the time now. i hardly see the point in being a Prime member anymore! so frustrating!","[USER_ID] I'm sorry for the wait. Will we be missing the delivery date listed in your order confirmation e-mail? Has your order been dispatched? ^RA
[USER_ID] Hi, sorry to hear your order has been delayed. Have you been given a revised delivery date? ^ES",Acknowledged the issue and apologized.,late_delivery,medium,5
C078445,893151,"@AmazonHelp 直ってました。ありがとう！😀 [URL]
Amazon Prime Musicはクラシック楽曲の表記が無茶苦茶だけど、これは特にひどい。 [URL]","AmazonHelp: [USER_ID] サイト上の表記に誤りがあり誠に申し訳ございません。担当部署に報告の上、修正に努めます。TN
Customer: @AmazonHelp 直ってました。ありがとう！😀 [URL]
Customer: Amazon Prime Musicはクラシック楽曲の表記が無茶苦茶だけど、これは特にひどい。 [URL]",[USER_ID] サイト上の表記に誤りがあり誠に申し訳ございません。担当部署に報告の上、修正に努めます。TN,Provided support guidance.,general_inquiry,weak,3
