conversation_id,conversation,customer_problem,amazon_responses,turn_count,customer_turns,first_timestamp,last_timestamp
1199444,"AmazonHelp: [USER_ID] here: [URL] for more information. 2/2 ^AP
Customer: @AmazonHelp I am not getting COD on my orders even after filtering my orders to COD eligible products..
AmazonHelp: [USER_ID] I understand your concern. However, the availability of COD varies due to various reasons. Kindly refer 1/2 ^AP",@AmazonHelp I am not getting COD on my orders even after filtering my orders to COD eligible products..,"[USER_ID] here: [URL] for more information. 2/2 ^AP
[USER_ID] I understand your concern. However, the availability of COD varies due to various reasons. Kindly refer 1/2 ^AP",3,1,,
1668359,"AmazonHelp: [USER_ID] I'm so sorry to know about this, Vipul. We have responded to you here: [URL]. Request you to check. ^MP
Customer: @AmazonHelp Am I supposed to return stone via courier???
AmazonHelp: [USER_ID] We'd like to check this. Write to us here: [URL] and we'll get in touch with you soon. ^MO
Customer: Just 15 minutes back received stone instead of monitor. [USER_ID] order #[PHONE]-5198704 #SHOCKED [URL]","@AmazonHelp Am I supposed to return stone via courier???
Just 15 minutes back received stone instead of monitor. [USER_ID] order #[PHONE]-5198704 #SHOCKED [URL]","[USER_ID] I'm so sorry to know about this, Vipul. We have responded to you here: [URL]. Request you to check. ^MP
[USER_ID] We'd like to check this. Write to us here: [URL] and we'll get in touch with you soon. ^MO",4,2,,
718065,"AmazonHelp: [USER_ID] Amazonです。このたびは大変ご迷惑をおかけしております。
お手数ではございますが、こちらのリンクより返品または交換のお手続きをお願いいたします。[URL]　MH
Customer: @AmazonHelp ここから先に進めないのですがどうしたらいいでしょう？ [URL]
AmazonHelp: [USER_ID] お手数おかけしております。
オンライン上からお手続きができないとのことなので、カスタマーサービスにて処理をさせていただきたいと存じます。つきましては、下記URLよりカスタマーサービスにご連絡ください。[URL]
TY
Customer: まって、Amazonで楽譜買ったらモアナ出てきたんだけどwしかもBlu-rayだしw値段倍だしw [URL]","@AmazonHelp ここから先に進めないのですがどうしたらいいでしょう？ [URL]
まって、Amazonで楽譜買ったらモアナ出てきたんだけどwしかもBlu-rayだしw値段倍だしw [URL]","[USER_ID] Amazonです。このたびは大変ご迷惑をおかけしております。
お手数ではございますが、こちらのリンクより返品または交換のお手続きをお願いいたします。[URL]　MH
[USER_ID] お手数おかけしております。
オンライン上からお手続きができないとのことなので、カスタマーサービスにて処理をさせていただきたいと存じます。つきましては、下記URLよりカスタマーサービスにご連絡ください。[URL]
TY",4,2,,
1775036,"AmazonHelp: [USER_ID] We'll have you wait past a certain date to make sure it wasn't scanned incorrectly. Please keep us posted on the status. ^EB
Customer: @AmazonHelp It wasn't a scanning error — there was a photograph of it on my doorstop viewable on your website — but I understand that there are corporate policies with respect to timelines, and that reps can't override them. I'm just frustrated.
AmazonHelp: [USER_ID] I understand your frustration! Please provide detail here so we can take a closer look: [URL] ^DG
Customer: @AmazonHelp I was told that I could not report a package as missing, even if it was marked as delivered, until the next day.
AmazonHelp: [USER_ID] I'm sorry for the frustrating experience! What options were you offered when you spoke with us? ^TN
Customer: When I told [USER_ID] that a package was lost, the rep actually typed ""No need to worry, I raised this issue to the higher authority, they will take care of that."" 

This is literally the ""thoughts and prayers"" approach to courier deliveries.","@AmazonHelp It wasn't a scanning error — there was a photograph of it on my doorstop viewable on your website — but I understand that there are corporate policies with respect to timelines, and that reps can't override them. I'm just frustrated.
@AmazonHelp I was told that I could not report a package as missing, even if it was marked as delivered, until the next day.
When I told [USER_ID] that a package was lost, the rep actually typed ""No need to worry, I raised this issue to the higher authority, they will take care of that."" 

This is literally the ""thoughts and prayers"" approach to courier deliveries.","[USER_ID] We'll have you wait past a certain date to make sure it wasn't scanned incorrectly. Please keep us posted on the status. ^EB
[USER_ID] I understand your frustration! Please provide detail here so we can take a closer look: [URL] ^DG
[USER_ID] I'm sorry for the frustrating experience! What options were you offered when you spoke with us? ^TN",6,3,,
612655,"AmazonHelp: [USER_ID] No problem, just give us a shout once you get home and let us know what is going on. ^BZ
Customer: @AmazonHelp Hiya, will do, I’m not home till about 6, it’s raining at the moment so can’t imagine what states it’s in 😓
AmazonHelp: [USER_ID] Hi Cindy, I am sorry to see that. I'd be shocked if I also received that email! Please get in touch with us when you're home if you have any problems. ^HS
Customer: [USER_ID] you really need to swerve Hermes for deliveries 📦 as they are useless, dreading to see what I’ll find when I get home !
Customer: [USER_ID] Oh silly me it’s actually been put through the letterbox !!! #morons #myhermes [URL]
Customer: [USER_ID] oh I’m looking forward to going home to see a 140cmx70cm mattress stuffed into my letterbox !! #morons #myhermes [URL]","@AmazonHelp Hiya, will do, I’m not home till about 6, it’s raining at the moment so can’t imagine what states it’s in 😓
[USER_ID] you really need to swerve Hermes for deliveries 📦 as they are useless, dreading to see what I’ll find when I get home !
[USER_ID] Oh silly me it’s actually been put through the letterbox !!! #morons #myhermes [URL]
[USER_ID] oh I’m looking forward to going home to see a 140cmx70cm mattress stuffed into my letterbox !! #morons #myhermes [URL]","[USER_ID] No problem, just give us a shout once you get home and let us know what is going on. ^BZ
[USER_ID] Hi Cindy, I am sorry to see that. I'd be shocked if I also received that email! Please get in touch with us when you're home if you have any problems. ^HS",6,4,,
1495569,"AmazonHelp: [USER_ID] プライムビデオやプライムミュージック等数多く特典がございますが、継続利用不要で、Amazonプライム特典のご利用がない場合は、会員登録キャンセル時に会費が全額返金されます。詳しくはこちらをどうぞ→[URL] SK
Customer: 気づかないうちにAmazonプライムの会費払ってたわ。体験だけで自動更新しないにしてたと思ったんだけどな
AmazonHelp: [USER_ID] Amazonです。Amazonプライムは自動更新設定をオフにした場合を除き、無料体験期間終了後に有料会員へ移行します。SK",気づかないうちにAmazonプライムの会費払ってたわ。体験だけで自動更新しないにしてたと思ったんだけどな,"[USER_ID] プライムビデオやプライムミュージック等数多く特典がございますが、継続利用不要で、Amazonプライム特典のご利用がない場合は、会員登録キャンセル時に会費が全額返金されます。詳しくはこちらをどうぞ→[URL] SK
[USER_ID] Amazonです。Amazonプライムは自動更新設定をオフにした場合を除き、無料体験期間終了後に有料会員へ移行します。SK",3,1,,
499940,"AmazonHelp: [USER_ID] Hola, Gonzalo. Lamentamos mucho este inconveniente.¿Podrías indicarnos si este pedido que estás esperando es vendido y distribuido por Amazon o por un vendedor externo? ^ES
Customer: @AmazonHelp Si, es de Amazon. Y con Amazon no tengo inconveniente pero [USER_ID] no me lo entrego ni el día que tenía que hacerlo ni el siguiente en el horario que me indicaron por mensaje.
AmazonHelp: [USER_ID] Gonzalo, por favor contacta con nuestros colegas de Servicio al Cliente para una atención personalizada y te puedan ayudar con la gestión.
Lo puedes hacer a través del siguiente enlace: [URL] ^LC
Customer: @AmazonHelp Muchas gracias!
AmazonHelp: [USER_ID] Fue un gusto, Gonzalo. Recuerda que estamos para ayudarte con cualquier consulta. ^AA
Customer: Por favor @AmazonHelp contratad a una empresa normal no a incompetentes para los envíos 😑 llevo toda la mañana en casa por culpa de [USER_ID] para nada. [URL]","@AmazonHelp Si, es de Amazon. Y con Amazon no tengo inconveniente pero [USER_ID] no me lo entrego ni el día que tenía que hacerlo ni el siguiente en el horario que me indicaron por mensaje.
@AmazonHelp Muchas gracias!
Por favor @AmazonHelp contratad a una empresa normal no a incompetentes para los envíos 😑 llevo toda la mañana en casa por culpa de [USER_ID] para nada. [URL]","[USER_ID] Hola, Gonzalo. Lamentamos mucho este inconveniente.¿Podrías indicarnos si este pedido que estás esperando es vendido y distribuido por Amazon o por un vendedor externo? ^ES
[USER_ID] Gonzalo, por favor contacta con nuestros colegas de Servicio al Cliente para una atención personalizada y te puedan ayudar con la gestión.
Lo puedes hacer a través del siguiente enlace: [URL] ^LC
[USER_ID] Fue un gusto, Gonzalo. Recuerda que estamos para ayudarte con cualquier consulta. ^AA",6,3,,
2422704,"AmazonHelp: [USER_ID] I'm sorry to hear we've let you down like this! Without providing account information, could you please tell us more details about what's going on? We'd love to try to help! ^ML
Customer: Dear Amazon, how many 24 hours does it take to complete a 24 hour escalation for something that appears to be broken on my account? Apparently 5 - 24hr periods isn't enough and I don't trust the 6th that CS just told me to wait for will do anything. @AmazonHelp","Dear Amazon, how many 24 hours does it take to complete a 24 hour escalation for something that appears to be broken on my account? Apparently 5 - 24hr periods isn't enough and I don't trust the 6th that CS just told me to wait for will do anything. @AmazonHelp","[USER_ID] I'm sorry to hear we've let you down like this! Without providing account information, could you please tell us more details about what's going on? We'd love to try to help! ^ML",2,1,,
845329,"AmazonHelp: [USER_ID] You are most welcome. Prime Video is expanding so stay tuned for more in the future. Btw how are you liking our Prime video? ^HA
Customer: Thank you sooooo much [USER_ID] for giving #ArjunReddy movie 👏 👌 😀 ❤ ❤ ❤",Thank you sooooo much [USER_ID] for giving #ArjunReddy movie 👏 👌 😀 ❤ ❤ ❤,[USER_ID] You are most welcome. Prime Video is expanding so stay tuned for more in the future. Btw how are you liking our Prime video? ^HA,2,1,,
324122,"AmazonHelp: [USER_ID] We haven't made an accouncement on this yet. Kindly stay tuned to our website for more updates! ^SB
Customer: [USER_ID] [USER_ID] when to come nokia 6 arte black in INDIA... ? Any idea?
Customer: [USER_ID] We Huddled and Kicked ideas around,TouchedDown on Passing the Football boxes out to our Fans.Thanks for the PAT on the Back!
Customer: Shout out to the [USER_ID] team for these clever football print boxes advertising their Amazon PrimeThursday Night Football partnership. #TNF [URL]","[USER_ID] [USER_ID] when to come nokia 6 arte black in INDIA... ? Any idea?
[USER_ID] We Huddled and Kicked ideas around,TouchedDown on Passing the Football boxes out to our Fans.Thanks for the PAT on the Back!
Shout out to the [USER_ID] team for these clever football print boxes advertising their Amazon PrimeThursday Night Football partnership. #TNF [URL]",[USER_ID] We haven't made an accouncement on this yet. Kindly stay tuned to our website for more updates! ^SB,4,3,,
1548236,"AmazonHelp: [USER_ID] ご利用ありがとうございました( ๑ ╹ ◡ ╹ ๑ )  SK
Customer: ヘッドセットが壊れて昨日の夜にAmazon様にお願いしたらさっき届いた😃💕
さすがAmazon様😍💖✨","ヘッドセットが壊れて昨日の夜にAmazon様にお願いしたらさっき届いた😃💕
さすがAmazon様😍💖✨",[USER_ID] ご利用ありがとうございました( ๑ ╹ ◡ ╹ ๑ )  SK,2,1,,
707409,"AmazonHelp: [USER_ID] I'm sorry for the inconvenience. Kindly contact us here:[URL] and we'll get this investigated further. ^MK
Customer: @AmazonHelp I did contacted you guys and I was told that they will generate me a gift card and give me instead now a guy is telling me he will contact the correct team and I need to wait more days to get my cashback processed.
AmazonHelp: [USER_ID] I understand your concern. Please share your details here: [URL]. I'll get back to you at the earliest. ^ST
Customer: I still didn't received my amazon great Indian sale pay balance recharge cashback when I am gonna get it I was told that I will receive it by 10th October. @AmazonHelp
AmazonHelp: [USER_ID] Allow our support team to investigate this. You can report this here: [URL] ^CB.","@AmazonHelp I did contacted you guys and I was told that they will generate me a gift card and give me instead now a guy is telling me he will contact the correct team and I need to wait more days to get my cashback processed.
I still didn't received my amazon great Indian sale pay balance recharge cashback when I am gonna get it I was told that I will receive it by 10th October. @AmazonHelp","[USER_ID] I'm sorry for the inconvenience. Kindly contact us here:[URL] and we'll get this investigated further. ^MK
[USER_ID] I understand your concern. Please share your details here: [URL]. I'll get back to you at the earliest. ^ST
[USER_ID] Allow our support team to investigate this. You can report this here: [URL] ^CB.",5,2,,
2394494,"AmazonHelp: [USER_ID] Bonjour, vous pouvez initier la conversation en DM. ^ARC
Customer: Bonjour [USER_ID], j'ai passé une commande il y a plusieurs jours et elle est toujours pas expédiée alors qu'elle doit être livrée max le 17, on passe en dm?","Bonjour [USER_ID], j'ai passé une commande il y a plusieurs jours et elle est toujours pas expédiée alors qu'elle doit être livrée max le 17, on passe en dm?","[USER_ID] Bonjour, vous pouvez initier la conversation en DM. ^ARC",2,1,,
2265468,"AmazonHelp: [USER_ID] Oh, das ist wirklich nicht sehr hilfreich! ;-) Wenn du mir sagst bei welcher Serie das passiert ist, gebe ich das gerne weiter. :-) ^AK
Customer: Mal ernsthaft, @AmazonHelp, habt ihr keine besseren Beschreibungstexteschreiber? Falls nein, bewerbe ich mich hiermit bei euch. [URL]","Mal ernsthaft, @AmazonHelp, habt ihr keine besseren Beschreibungstexteschreiber? Falls nein, bewerbe ich mich hiermit bei euch. [URL]","[USER_ID] Oh, das ist wirklich nicht sehr hilfreich! ;-) Wenn du mir sagst bei welcher Serie das passiert ist, gebe ich das gerne weiter. :-) ^AK",2,1,,
2220171,"AmazonHelp: [USER_ID] It looks like that item ships in its original packaging. For future orders, be on the look out for the ""This is a gift"" option or the option to ""Ship in an Amazon box"" during checkout. For more information, visit us here: [URL] ^TK
Customer: Hey [USER_ID], since when do you ship like this? Way to ruin a Christmas gift! @AmazonHelp [URL]","Hey [USER_ID], since when do you ship like this? Way to ruin a Christmas gift! @AmazonHelp [URL]","[USER_ID] It looks like that item ships in its original packaging. For future orders, be on the look out for the ""This is a gift"" option or the option to ""Ship in an Amazon box"" during checkout. For more information, visit us here: [URL] ^TK",2,1,,
1541008,"AmazonHelp: [USER_ID] I'm sorry it hasn't shipped yet. Have we missed our delivery date? You can review those details here: [URL]  ^SG
Customer: @AmazonHelp well it was supposed to ship today but hasn't so far. I am on the East Coast
AmazonHelp: [USER_ID] Packages may ship as late as day they are due to arrive based on location and proximity. We'll send you an email once it ships. ^RM
Customer: Dear [USER_ID] please ship my product today thank you","@AmazonHelp well it was supposed to ship today but hasn't so far. I am on the East Coast
Dear [USER_ID] please ship my product today thank you","[USER_ID] I'm sorry it hasn't shipped yet. Have we missed our delivery date? You can review those details here: [URL]  ^SG
[USER_ID] Packages may ship as late as day they are due to arrive based on location and proximity. We'll send you an email once it ships. ^RM",4,2,,
510304,"AmazonHelp: [USER_ID] I'm sorry to hear you're having trouble streaming! Can you let us know which device you're using to stream? ^JS
Customer: @AmazonHelp OK - It's back working - Thanks
AmazonHelp: [USER_ID] You're welcome! Please let us know if you need anything else! ^BH
Customer: @AmazonHelp Frozen screen again. This is new. We've never had this problem before. Too much traffic?
AmazonHelp: [USER_ID] I'm sorry for the frustration! There is more helpful info here:
[URL]  ^LL
Customer: [USER_ID] You're down - no service, no videos.","@AmazonHelp OK - It's back working - Thanks
@AmazonHelp Frozen screen again. This is new. We've never had this problem before. Too much traffic?
[USER_ID] You're down - no service, no videos.","[USER_ID] I'm sorry to hear you're having trouble streaming! Can you let us know which device you're using to stream? ^JS
[USER_ID] You're welcome! Please let us know if you need anything else! ^BH
[USER_ID] I'm sorry for the frustration! There is more helpful info here:
[URL]  ^LL",6,3,,
1014177,"AmazonHelp: [USER_ID] Please keep a tab here:  [URL]. We'll reach out at the earliest. ^CB
Customer: @AmazonHelp its four days as said by your department yet they say wait for 3-5 days!! Who is customer nothing a dog he will bark nd stop!!",@AmazonHelp its four days as said by your department yet they say wait for 3-5 days!! Who is customer nothing a dog he will bark nd stop!!,[USER_ID] Please keep a tab here:  [URL]. We'll reach out at the earliest. ^CB,2,1,,
2431225,"AmazonHelp: [USER_ID] En breve responderemos tu mensaje directo. ¡Saludos! ^CR
Customer: @AmazonHelp Muchas gracias
Customer: @AmazonHelp Ya os mandé un mensaje privado, espero la respuesta gracias
AmazonHelp: [USER_ID] Buenas noches, Del abismo. Tu comentario fue respondido aquí: [URL] ^CR
Customer: @AmazonHelp Encuentran en casa se devuelve el producto y tengo que volver a esperar y tengo clases mañana. Gracias.
Customer: @AmazonHelp  Hola me habéis cambiado la fecha hoy dos veces diciendo que un producto me iba a llegar hoy a las 9 cómo último dato. Dejando de lado que haya esperado todo el día en casa, me gustaría saber si después de estas horas me llega hoy o no, ya que he leído que si no me","@AmazonHelp Muchas gracias
@AmazonHelp Ya os mandé un mensaje privado, espero la respuesta gracias
@AmazonHelp Encuentran en casa se devuelve el producto y tengo que volver a esperar y tengo clases mañana. Gracias.
@AmazonHelp  Hola me habéis cambiado la fecha hoy dos veces diciendo que un producto me iba a llegar hoy a las 9 cómo último dato. Dejando de lado que haya esperado todo el día en casa, me gustaría saber si después de estas horas me llega hoy o no, ya que he leído que si no me","[USER_ID] En breve responderemos tu mensaje directo. ¡Saludos! ^CR
[USER_ID] Buenas noches, Del abismo. Tu comentario fue respondido aquí: [URL] ^CR",6,4,,
2866071,"AmazonHelp: [USER_ID] I'm sorry the surprise was ruined. Can you link us to the item on the website? ^AF
Customer: @AmazonHelp here you go Hercules GS525B 5-Piece Guitar Rack [URL]
AmazonHelp: [USER_ID] Thanks for the confirmation of the item. Please give packaging feed back here: [URL] ^SG
Customer: @AmazonHelp It looks like the item isn't on the list for feedback :(
AmazonHelp: [USER_ID] We can't fix this surprise but we can help for future orders. Look for, ""This item's packaging may indicate what is inside"" on the detail page. Select the gift option or mark ""Ship in Amazon box"" on the checkout page: [URL] ^AF [URL]
Customer: @AmazonHelp That's exactly what I selected and I found this shoved into a slip on the outside of the box :/ [URL]
Customer: I specially ordered Maksym's xmas gift to come in an [USER_ID] box because it's obviously a surprise but it didn't and now he saw the fucking box and what it was when we picked it up. I'm absolutely devastated.","@AmazonHelp here you go Hercules GS525B 5-Piece Guitar Rack [URL]
@AmazonHelp It looks like the item isn't on the list for feedback :(
@AmazonHelp That's exactly what I selected and I found this shoved into a slip on the outside of the box :/ [URL]
I specially ordered Maksym's xmas gift to come in an [USER_ID] box because it's obviously a surprise but it didn't and now he saw the fucking box and what it was when we picked it up. I'm absolutely devastated.","[USER_ID] I'm sorry the surprise was ruined. Can you link us to the item on the website? ^AF
[USER_ID] Thanks for the confirmation of the item. Please give packaging feed back here: [URL] ^SG
[USER_ID] We can't fix this surprise but we can help for future orders. Look for, ""This item's packaging may indicate what is inside"" on the detail page. Select the gift option or mark ""Ship in Amazon box"" on the checkout page: [URL] ^AF [URL]",7,4,,
139980,"AmazonHelp: [USER_ID] Hi, without sharing personal account information can you share with us what has occurred ? We would like to help if possible. ^CR
Customer: @AmazonHelp Once again a delivery has failed. The help desk even admit the courier has lied. This happens time and time again. It’s utterly disgraceful. It’s left down to us to chase up and it’s a constant battle. Sort out your couriers. As good customers a little respect wouldn’t go amiss
AmazonHelp: [USER_ID] Apologies this is not the service we want you to experience, thanks for sending us on your feedback ^BD
Customer: @AmazonHelp Just sort it out for future please I never want to have such shoddy service again
AmazonHelp: [USER_ID] Absolutely understandable and thank you for sharing your thoughts. If there's anything we can do going forward, please let us know! ^KN
Customer: [USER_ID] why do your couriers insist on lying they have made a delivery time and time and time again.","@AmazonHelp Once again a delivery has failed. The help desk even admit the courier has lied. This happens time and time again. It’s utterly disgraceful. It’s left down to us to chase up and it’s a constant battle. Sort out your couriers. As good customers a little respect wouldn’t go amiss
@AmazonHelp Just sort it out for future please I never want to have such shoddy service again
[USER_ID] why do your couriers insist on lying they have made a delivery time and time and time again.","[USER_ID] Hi, without sharing personal account information can you share with us what has occurred ? We would like to help if possible. ^CR
[USER_ID] Apologies this is not the service we want you to experience, thanks for sending us on your feedback ^BD
[USER_ID] Absolutely understandable and thank you for sharing your thoughts. If there's anything we can do going forward, please let us know! ^KN",6,3,,
1351691,"AmazonHelp: [USER_ID] ご利用いただきありがとうございます。ぜひプライムビデオを満喫してください😊 EK
Customer: 最近Amazonのプライムビデオばっかり観てる",最近Amazonのプライムビデオばっかり観てる,[USER_ID] ご利用いただきありがとうございます。ぜひプライムビデオを満喫してください😊 EK,2,1,,
2384573,"AmazonHelp: [USER_ID] as we consider it to be personal info. Our Twitter page is public. (3/3) ^ST
Customer: @AmazonHelp your customer care is saying that I have to send  myself this via post office or any private courier for replacement.why should I do this?
AmazonHelp: [USER_ID] to process the replacement or refunds the item has to be self shipped. Appreciate your understanding. 2/2 ^MJ
Customer: @AmazonHelp as a brand name Amazon if you don't have any facility for pickup then how can you expect from me to self shipped item, also I don't hv time
AmazonHelp: [USER_ID] We don’t have a pick up facility available for your pin code. Request you to self ship the product for a refund. ^SB
AmazonHelp: [USER_ID] Looks like we have no pick up facility to collect your order, I'm sorry for the limitations in this case, in order 1/2 ^MJ
Customer: [USER_ID] I have received damaged product..the bucket is broken at one corner..now customer care is not responding..kindly help [URL]
AmazonHelp: [USER_ID] Sorry for the damaged bucket. We certainly did not expect this to happen. Please reach out to our support team (1/3) ^ST
AmazonHelp: [USER_ID] here: [URL]. Our team will assist you with this.Also, please don't provide your order details, (2/3) ^ST
AmazonHelp: [USER_ID] pin-codes. Kindly self-return the product. I'll be sure to forward your feedback to the concerned team in internally. 2/2 ^AP
Customer: [USER_ID] please pick and refund my money...if u can deliver this product..then why can't u pick this damaged product.m sorry pick this
AmazonHelp: [USER_ID] While we're expanding our services, due to certain carrier restrictions, pick-up facility is available at only selected 1/2 ^AP
AmazonHelp: [USER_ID] I understand your concern. However, the resolution provided is the best we could offer. Appreciate your understanding. ^ST
Customer: [USER_ID] I m sorry there is no private courier at my home town who can deliver this product to you at 100 rs...nd I'll not self shipped this product","@AmazonHelp your customer care is saying that I have to send  myself this via post office or any private courier for replacement.why should I do this?
@AmazonHelp as a brand name Amazon if you don't have any facility for pickup then how can you expect from me to self shipped item, also I don't hv time
[USER_ID] I have received damaged product..the bucket is broken at one corner..now customer care is not responding..kindly help [URL]
[USER_ID] please pick and refund my money...if u can deliver this product..then why can't u pick this damaged product.m sorry pick this
[USER_ID] I m sorry there is no private courier at my home town who can deliver this product to you at 100 rs...nd I'll not self shipped this product","[USER_ID] as we consider it to be personal info. Our Twitter page is public. (3/3) ^ST
[USER_ID] to process the replacement or refunds the item has to be self shipped. Appreciate your understanding. 2/2 ^MJ
[USER_ID] We don’t have a pick up facility available for your pin code. Request you to self ship the product for a refund. ^SB
[USER_ID] Looks like we have no pick up facility to collect your order, I'm sorry for the limitations in this case, in order 1/2 ^MJ
[USER_ID] Sorry for the damaged bucket. We certainly did not expect this to happen. Please reach out to our support team (1/3) ^ST
[USER_ID] here: [URL]. Our team will assist you with this.Also, please don't provide your order details, (2/3) ^ST
[USER_ID] pin-codes. Kindly self-return the product. I'll be sure to forward your feedback to the concerned team in internally. 2/2 ^AP
[USER_ID] While we're expanding our services, due to certain carrier restrictions, pick-up facility is available at only selected 1/2 ^AP
[USER_ID] I understand your concern. However, the resolution provided is the best we could offer. Appreciate your understanding. ^ST",14,5,,
256695,"AmazonHelp: [USER_ID] Did the notification provide any further incite on the issue? ^TR
Customer: @AmazonHelp Just that I needed to revise my listing or delete the item. The item was produced by Nintendo and optically reads video game cards.
AmazonHelp: [USER_ID] Thanks for the additional info. Please reach our Seller Support here: [URL], for avail info/options. ^JM
Customer: @AmazonHelp I got notification that ASIN: B00006LELP was removed because it is a ""card skimming device."" It's not. You should look it up.","@AmazonHelp Just that I needed to revise my listing or delete the item. The item was produced by Nintendo and optically reads video game cards.
@AmazonHelp I got notification that ASIN: B00006LELP was removed because it is a ""card skimming device."" It's not. You should look it up.","[USER_ID] Did the notification provide any further incite on the issue? ^TR
[USER_ID] Thanks for the additional info. Please reach our Seller Support here: [URL], for avail info/options. ^JM",4,2,,
641871,"AmazonHelp: [USER_ID] I'm sorry for the mix-up! Please visit us at the following link to check out our return options: [URL] ^WT
Customer: What I ordered vs what I got 
Thanks [USER_ID] [URL]","What I ordered vs what I got 
Thanks [USER_ID] [URL]",[USER_ID] I'm sorry for the mix-up! Please visit us at the following link to check out our return options: [URL] ^WT,2,1,,
1867292,"AmazonHelp: [USER_ID] お支払い番号は出荷準備に入り次第発行されます。大切なお誕生日のプレゼントのご注文で、心待ちにされているところ恐れ入りますが、、お届け予定日を目安に番号のお知らせをお待ちいただければと存じます。[URL]  SM
Customer: @AmazonHelp 連絡ありがとうございます。
(•ᵕᴗᵕ•)⁾⁾ぺこ
支払い番号のメールが届くのを待ってみます。
(•ᵕᴗᵕ•)⁾⁾ぺこ
AmazonHelp: [USER_ID] 恐れ入りますm(__)m よろしくお願いいたします。 EK
Customer: 昨日、長男さんの誕生日プレゼント用にAmazonで加湿器注文したけど、支払い番号のメールが来ない。
(இдஇ; )
いつメールくれるのかな？
早く支払いしたいのに…","@AmazonHelp 連絡ありがとうございます。
(•ᵕᴗᵕ•)⁾⁾ぺこ
支払い番号のメールが届くのを待ってみます。
(•ᵕᴗᵕ•)⁾⁾ぺこ
昨日、長男さんの誕生日プレゼント用にAmazonで加湿器注文したけど、支払い番号のメールが来ない。
(இдஇ; )
いつメールくれるのかな？
早く支払いしたいのに…","[USER_ID] お支払い番号は出荷準備に入り次第発行されます。大切なお誕生日のプレゼントのご注文で、心待ちにされているところ恐れ入りますが、、お届け予定日を目安に番号のお知らせをお待ちいただければと存じます。[URL]  SM
[USER_ID] 恐れ入りますm(__)m よろしくお願いいたします。 EK",4,2,,
1755111,"AmazonHelp: [USER_ID] 注文履歴から特定の注文が表示されなくなった場合は、何らかの理由によりキャンセルとなったことが考えられます。その場合は、当サイトからメールにてお知らせしておりますので、恐れ入りますが、お知らせメールが届いていないかどうかご確認ください。HM
Customer: Amazonの注文履歴が消えた...
まだお金払ってなかったからよかったけど
てかコンビニで支払いするための番号届いてないし...","Amazonの注文履歴が消えた...
まだお金払ってなかったからよかったけど
てかコンビニで支払いするための番号届いてないし...",[USER_ID] 注文履歴から特定の注文が表示されなくなった場合は、何らかの理由によりキャンセルとなったことが考えられます。その場合は、当サイトからメールにてお知らせしておりますので、恐れ入りますが、お知らせメールが届いていないかどうかご確認ください。HM,2,1,,
468259,"AmazonHelp: [USER_ID] Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. (2/2) ^KA
Customer: Once again [USER_ID] asking me to pickup my order id [PHONE]-2399526 from some other location. If home delivery is not available, then why don't you guys inform it before taking the order. 😒
AmazonHelp: [USER_ID] Sorry to know about the delivery issue. In case off store delivery this can happen otherwise the product should be delivered at the shipping address. Please report the issue to our support team using this link here: [URL] for assistance. (1/2) ^KA","Once again [USER_ID] asking me to pickup my order id [PHONE]-2399526 from some other location. If home delivery is not available, then why don't you guys inform it before taking the order. 😒","[USER_ID] Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. (2/2) ^KA
[USER_ID] Sorry to know about the delivery issue. In case off store delivery this can happen otherwise the product should be delivered at the shipping address. Please report the issue to our support team using this link here: [URL] for assistance. (1/2) ^KA",3,1,,
2943229,"AmazonHelp: [USER_ID] C'est toujours un plaisir d'avoir un client satisfait. 😊 ^ASZ
Customer: Merci [USER_ID] pour ma pre-commande du livre sur Daniel Briere [USER_ID] . 
Deja hate de lire ca 😉","Merci [USER_ID] pour ma pre-commande du livre sur Daniel Briere [USER_ID] . 
Deja hate de lire ca 😉",[USER_ID] C'est toujours un plaisir d'avoir un client satisfait. 😊 ^ASZ,2,1,,
