example_id,customer_message,intent,intent_notes,expected_action,reference_response,difficulty,turn_count
168,"@AmazonHelp Yes both on same account. [URL]
@AmazonHelp Yep will do. Just doing the school run and will do on my return.
@AmazonHelp Just sent them an email so hopefully someone can help. Any ideas on what I can do on my last tweet about the incorrectly charged TP WiFi plug offer that over charged me.
@AmazonHelp The only discount applied was £5. [URL]
@AmazonHelp Ok. Thanks. I will make contact tomorrow on my day off.
@AmazonHelp Yes I purchased it all in the bundle.
[USER_ID] I can’t connect my Amazon Fire Tv box to my echo plus. Alexa app does not give me music books and video menu option just music and books. [URL]",promotion,Auto-classified by keyword matching,auto_handle,Promotional offers have specific terms and conditions. Please check the promotion details page for validity and applicable terms.,medium,13
169,"Not using [USER_ID] lockers again any time soon. Unable to send access code, due to 'unforeseen circumstances' not good enough. @AmazonHelp",promotion,Auto-classified by keyword matching,auto_handle,Promotional offers have specific terms and conditions. Please check the promotion details page for validity and applicable terms.,easy,2
170,"@AmazonHelp Nope! Just the initial email telling me I had credit
@AmazonHelp hello, I purchased a kindle ebook for my kindle because I had £2 credit but the promotion wasn't applied to my account and I wasn't given a code or anything. Why wasn't the promotion applied?",promotion,Auto-classified by keyword matching,escalate,Promotional offers have specific terms and conditions. Please check the promotion details page for validity and applicable terms.,easy,4
171,I had ordered from [USER_ID] in cashback offer from SBI.when I will get my cashback.#order#[PHONE]-8428356,promotion,Auto-classified by keyword matching,auto_handle,Promotional offers have specific terms and conditions. Please check the promotion details page for validity and applicable terms.,easy,3
172,"@AmazonHelp I have booked my order in Amazon India. Please look into the issue.
@AmazonHelp I have received commitment from your team the I will receive a product on time after confirming the same from seller. Now seller has cancelled my order at last moment. Very Bad Experience. Order #   [PHONE]-1015509. Kindly resolve the issue asap",order_cancellation,Auto-classified by keyword matching,auto_handle,"We can help with that. Please check your order status to see if cancellation is still possible. If you need further assistance, please contact our support team.",easy,4
173,"@AmazonHelp Jamás me llamaron solo tomaron esa decisión. Insisto que me hacen sentir como un ratero estafador solo porque el banco falla
@AmazonHelp Ya llame y ni los que contestan saben porque cancelan y tratan de esa forma a la gente
[USER_ID] @AmazonHelp A mi me hicieron lo mismo. Desde el martes me dijeron que 24-48hrs para respuesta. Ya te resolvieron?
[USER_ID] El problema es del banco, pero a mi ya me trataron como un ratero estafador, ya cancelaron mi cuenta ninguna otra página es como ustedes. Que triste que traten así a una persona que se dedica a trabajar, y a los que realmente estafan seguro no los ubican.
¡Aprovechen nuestras promociones bancarias! [URL] [URL]
[USER_ID] Hasta que dia se encontrará esta promocion ?
@AmazonHelp Ayer, pero hablé para cambiar la fecha a hoy (desde el martes). El problema es que entregan a deshoras y como es Transportista: AMZMX pues ni con quién dirigirse. Mal mal! Pensando seriamente cancelar el Prime
[USER_ID] ¡PÉSIMO servicio de entrega!. Desde que contratan a empresas pequeñas (cosa que se aplaude) las entregas son a deshoras, no coordinadas. Tendría que estar las 24 hrs esperando sin salir para recibir un paquete (que aún NO recibo).
@AmazonHelp No, en ningún lado indica que se realizó con meses sin intereses.
Únicamente me hicieron el descuento del 10%
@AmazonHelp ¿Y cómo aplica lo de ""métodos de pago que requieren validaciones adicionales""?
¿Cómo funciona? Porque me cobraron $1 y aun no se realiza el cobro total. [URL]
@AmazonHelp Ok, entiendo lo del $1.
¿Pero cómo verifico o me aseguro de que el cobro es a meses sin intereses?, porque según yo, cumplo los requisitos del primer enlace que mandaron.
Gracias.
[USER_ID] Realicé una compra, pero no sé si el cargo fue a meses o de contado.
@AmazonHelp Así es :(
[USER_ID] ¿Por que no puedo? 😩 [URL]
[USER_ID] Hola. No me aplicó el código del buenfin2017 que hago??
@AmazonHelp Que llega mañana,  y así llevan desde el sábado
@AmazonHelp Pues si así llevo desde el sábado
@AmazonHelp Amazon y la paqueteria tmb de Amazon
@AmazonHelp Sábado 18 de nov
[USER_ID] Amazooooon estoy molestisimo, soy prime y desde al sábado estoy esperando mi laptop cmo en arresto domiciliario y no llega mi paqueeeeteeeee ya hable 4 veces a atención y no ayudan , no lleegaaaa no compren prime es la peor estafa , para anualidad por un servicio tan patético
@AmazonHelp Si ya pase los datos desde ayer pero no me respondieron, el articulo ya se agotó, ya echaron a perder el buen fin, no soy defraudador pero ustedes me hacen sentir así
[USER_ID] Problemas con Mi banco y me suspendieron mi cuenta sin siquiera darme la oportunidad de pagar con otra tarjeta, como si fuese un ladrón o estafador eso no pasa con otras páginas estoy muy decepcionado, me tratan como ratero adiós buen fin",order_cancellation,Auto-classified by keyword matching,auto_handle,"We can help with that. Please check your order status to see if cancellation is still possible. If you need further assistance, please contact our support team.",medium,40
174,[USER_ID] if I extend my free trial can I cancel it if I choose to before paying? [URL],order_cancellation,Auto-classified by keyword matching,auto_handle,"We can help with that. Please check your order status to see if cancellation is still possible. If you need further assistance, please contact our support team.",easy,2
175,"@AmazonHelp The customer isn’t always right — in this case I am — but the customer is always the customer. Until they’re not. I am not satisfied w/resp
Thanks a lot [USER_ID] for screwing up the last 3 Prime Orders. 1st had to cancel a dinner party Sat &amp; have no mask for Masquerade gala 2nite.",order_cancellation,Auto-classified by keyword matching,auto_handle,"We can help with that. Please check your order status to see if cancellation is still possible. If you need further assistance, please contact our support team.",easy,4
176,"[USER_ID] the world's most confused shopping site. The product has neither canceled nor delivered for the last 4 days.
Can you please solve?",order_cancellation,Auto-classified by keyword matching,auto_handle,"We can help with that. Please check your order status to see if cancellation is still possible. If you need further assistance, please contact our support team.",easy,3
177,"@AmazonHelp No. [URL] shipped to India.
@AmazonHelp Does Amazon pay for shipping on international returns? Its illogical if I pay shipping for a product costing $32. I'm in India.",return_item,Auto-classified by keyword matching,auto_handle,"You can initiate a return through your Amazon account. Please check the return policy for your item. If you need help, our support team is available.",easy,4
178,"[USER_ID] [USER_ID] Great reply now you are telling 
Before purchase itself you should tell 
THEN WHY ARE YOU EASY RETURN 
SHOWING IN ADD 
YOU ARE CHEATING YOUR CUSTOMERS
[USER_ID] [USER_ID] DON'T BUY ANY PRODUCT IN AMAZON.AMAZON CHEATING.I brought LG Q6 but now telling you can't return you can do replacement or exchange.AMAZON CHEATING COMPANY",return_item,Auto-classified by keyword matching,auto_handle,"You can initiate a return through your Amazon account. Please check the return policy for your item. If you need help, our support team is available.",easy,3
179,"@AmazonHelp Nothing to do with getting it gift wrapped. Just for it to be delivered in the condition it left your warehouse and not have stickers that won’t peel off without ripping the surface would be nice. It hardly arrived in the ‘Prime’ condition I usually expect of you.
So that’s the 2nd item in 2 days that has been sent out without packing. This time a printer with a hole in the box and corners crushed. What if it had been for a present?? Piss poor [USER_ID] . Yet I get warnings about packaging stuff up properly if I need to return it 🙄.",return_item,Auto-classified by keyword matching,auto_handle,"You can initiate a return through your Amazon account. Please check the return policy for your item. If you need help, our support team is available.",easy,3
180,"@AmazonHelp Arriving Tuesday.mean to say your routing process is not good .when FedEx can deliver you the returned product in few days why can't you?
[USER_ID] ats is the most slowest courier ,my return which is through fedex is delivered to you but my replacement order yet to reach...",return_item,Auto-classified by keyword matching,auto_handle,"You can initiate a return through your Amazon account. Please check the return policy for your item. If you need help, our support team is available.",medium,6
181,"@AmazonHelp The package was left at the house next door that is unoccupied. The driver gave it to a contractor working at the house. Had the seller not returned today who knows when i would have received it. That is unacceptable in my opinion and as a Prime member even more so.
So i ordered a few things on #Amazon on friday i get the alert at 1pm that it was delivered. No delivery came to... [URL]",return_item,Auto-classified by keyword matching,auto_handle,"You can initiate a return through your Amazon account. Please check the return policy for your item. If you need help, our support team is available.",medium,4
182,"@AmazonHelp Thank you!! I’ll sign up for that good ol monthly option 🙌🏽
Yo [USER_ID] do y’all have a payment plan option for my Prime membership? It’s about time to renew 😓",payment_issue,Auto-classified by keyword matching,escalate,We understand this is concerning. Please contact our support team directly so we can verify and resolve the payment issue.,easy,4
183,"@AmazonHelp Normally a £1 transaction is placed on the card to ensure its valid but for the last transactions the full amount has been authorised first,which means double the amount I'm spending is being held. And the bank said its 7 working days for the authorised transaction to come back.
@AmazonHelp [USER_ID] is there any reason you've suddenly started to preauth all transactions and then process the charge in a separate transaction?? This is causing havoc on my prepaid card because you're holding funds instead of just doing one else transaction.",payment_issue,Auto-classified by keyword matching,escalate,We understand this is concerning. Please contact our support team directly so we can verify and resolve the payment issue.,easy,3
184,amazon really double charged me and now i gotta get on the phone and use my i was told by applecare voice smh,payment_issue,Auto-classified by keyword matching,escalate,We understand this is concerning. Please contact our support team directly so we can verify and resolve the payment issue.,easy,2
185,My free trail finished for amazon prime&amp;they just charged me. Like you could have warned me it was gunna be over so i can unsubscribe🤷🏻‍♀️,payment_issue,Auto-classified by keyword matching,escalate,We understand this is concerning. Please contact our support team directly so we can verify and resolve the payment issue.,easy,2
186,"[USER_ID] I have placed an order, I have entered my card details bt the payment has not been deducted. I'm not sure abt the process followed in US bt in India the payment is made in advance. Actually, the order is a gift and I don't want it to be paid by the recipient. Please help",payment_issue,Auto-classified by keyword matching,escalate,We understand this is concerning. Please contact our support team directly so we can verify and resolve the payment issue.,easy,2
187,"@AmazonHelp yes thankyou.. tomorrow it is then!
@AmazonHelp any idea when the ""playseat challenge"" is in stock. keeps saying 1-2 days. thanks.",product_inquiry,Auto-classified by keyword matching,auto_handle,Thank you for reaching out. Please let us know how we can help you today.,easy,3
188,"[USER_ID] why is my Prime becoming less and less Prime? 😒 

Delivery not available until Tuesday for these books and my previous order. 😒 [URL]",product_inquiry,Auto-classified by keyword matching,auto_handle,Thank you for reaching out. Please let us know how we can help you today.,easy,2
189,"@AmazonHelp Thank you
@AmazonHelp I'm looking at an item and it says ""Ships when available in 1-2 days."" Does that mean there's an estimated date for it to be  available? I have Prime. This is the item
[URL]",product_inquiry,Auto-classified by keyword matching,auto_handle,Thank you for reaching out. Please let us know how we can help you today.,easy,4
190,"@AmazonHelp Ty for your response, it says it dispatched and that it was expected for yesterday, no worries though I'm not in too much of a hurry for it
@AmazonHelp No, just says dispatched with the same expected date of arrival. [URL]
@AmazonHelp Third-party seller, I think it's from a different country also.
@AmazonHelp There's no tracking available for this seller.
@AmazonHelp If it doesn't come by Wednesday, I think I will, thanks for all your help 👍🏻
@AmazonHelp It came today, thanks for all your help 👍🏻
Ok, the first sign of the apocalypse.. My [USER_ID] package didn't arrive when it said it would 😮 [URL]",product_inquiry,Auto-classified by keyword matching,auto_handle,Thank you for reaching out. Please let us know how we can help you today.,medium,14
191,"@AmazonHelp El listado no cambia en México? Gracias de antemano
[USER_ID] Hola Tío [USER_ID] Dónde puedo ver un listado completo de sus películas y series?
An immortal samurai helps a young girl on her quest for vengeance in #BladeOfTheImmortal, available to rent: [URL] [URL]",product_inquiry,Auto-classified by keyword matching,auto_handle,Thank you for reaching out. Please let us know how we can help you today.,easy,5
192,[USER_ID] has the worst delivery service when compared to [USER_ID] or @4030,complaint,Auto-classified by keyword matching,escalate,We're sorry to hear about your experience. Please contact our support team directly so we can investigate and address your concerns.,medium,2
193,[USER_ID] your services is very pathetic I will suggest to everyone just quit this marketplace,complaint,Auto-classified by keyword matching,escalate,We're sorry to hear about your experience. Please contact our support team directly so we can investigate and address your concerns.,easy,2
194,[USER_ID] you can not begin to understand how frustrated I am getting with your incapable call centre!!!!,complaint,Auto-classified by keyword matching,escalate,We're sorry to hear about your experience. Please contact our support team directly so we can investigate and address your concerns.,easy,2
195,[USER_ID] It's a pathetic service by Amazon team .. ... My I.D. __email__,complaint,Auto-classified by keyword matching,escalate,We're sorry to hear about your experience. Please contact our support team directly so we can investigate and address your concerns.,easy,3
196,Is it me or is [USER_ID] #logistics the worst delivery carrier ever?,complaint,Auto-classified by keyword matching,escalate,We're sorry to hear about your experience. Please contact our support team directly so we can investigate and address your concerns.,medium,2
197,"@AmazonHelp I already spoke to your customer care team and they are clueless and least bothered. I made a terrible mistake by ordering on [USER_ID]
Ordered Water dispenser on [USER_ID] on 12-Oct and still haven't received yet. But received email saying delivery attempted #badservice",wrong_item,Auto-classified by keyword matching,auto_handle,We apologize for the mix-up. Please contact our support team so we can arrange a replacement or return for the incorrect item.,medium,5
198,"@AmazonHelp Messgd the order details. Pls  see how only words, no real solutions offered by #Amazon customer care. Empty apologies. No resolution.
'Amazoned' to see [USER_ID] screwing up my order and not doing a thing to rectify their mistake #Amazon #AmazonIndia",wrong_item,Auto-classified by keyword matching,auto_handle,We apologize for the mix-up. Please contact our support team so we can arrange a replacement or return for the incorrect item.,easy,4
199,"[USER_ID] [USER_ID] [USER_ID] [USER_ID] [USER_ID] [USER_ID] Thanks fam, I just feel awful.i feel like I mislead everyone 😭wahh, I hope it all works out😢
[USER_ID] [USER_ID] [USER_ID] [USER_ID] [USER_ID] [USER_ID] +system messed up or the workers you spoke with. We have your receipts, so it should be worked out quickly, don’t worry 💪🏻
[USER_ID] [USER_ID] [USER_ID] [USER_ID] [USER_ID] [USER_ID] Apparently it worked just fine last year with Wings, they must’ve made a mistake this time. It’s definitely not your fault! Either the+
[USER_ID] [USER_ID] [USER_ID] [USER_ID] [USER_ID] [USER_ID] Wah,I'm sorry guys😭I asked [USER_ID] four times and my mutuals asked too and they adamantly confirmed that we'd get the complete set..😔
[USER_ID] [USER_ID] [USER_ID] [USER_ID] [USER_ID] You should fix this [USER_ID]
[USER_ID] [USER_ID] [USER_ID] [USER_ID] +in the western music biz (I think O.o) so [USER_ID] probably didn’t have a system in place.
[USER_ID] [USER_ID] [USER_ID] [USER_ID] +them the ss from the quote as well, to make sure that this doesn’t happen again. It’s not very common to have multiple ver of one album+
[USER_ID] [USER_ID] [USER_ID] [USER_ID] Looks like there are quite a few armys with the same problem. You should all contact them &amp; make sure you get what you paid for, show+
[USER_ID] [USER_ID] [USER_ID] [USER_ID] Someone at amazon was obviously not well informed and just gave us info without double checking. 🙄
[USER_ID] [USER_ID] [USER_ID] [USER_ID] This is what several armys confirmed with amazon. Looks like they messed up again [URL]
[USER_ID] [USER_ID] [USER_ID] [USER_ID] Explain this:
[URL]
[USER_ID] [USER_ID] [USER_ID] You‘ll always get a random ver no matter how many you order, unless you order 4. Then you’ll get the set, army confirmed this with amazon
[USER_ID] [USER_ID] I got mine today. But all three I ordered were the same version 🙄
Has anyone else who ordered through Amazon gotten their album? [USER_ID]",wrong_item,Auto-classified by keyword matching,auto_handle,We apologize for the mix-up. Please contact our support team so we can arrange a replacement or return for the incorrect item.,medium,15
200,"@AmazonHelp This is the third time I am actually reaching out to Amazon care, and trust me I have reasons to be wary. Please don't let me down this time
@AmazonHelp I hence need you to look into this as soon as possible. You cannot afford to lose customers over fraud vendors.
@AmazonHelp I have already emailed you. The 'product' is 'not returnable'. And hence amounts to absolute cheating on part of your vendor.
Hello [USER_ID], Thank for delivering wrong products to me, stuff that I cannot use. Now please send what I ordered for. Have emailed.",wrong_item,Auto-classified by keyword matching,auto_handle,We apologize for the mix-up. Please contact our support team so we can arrange a replacement or return for the incorrect item.,medium,8
201,"In #response to this #tweet, I received a mail full with big promises and self praise. #Thank you [USER_ID] for ur #reply full with #shit. [URL]
@AmazonHelp Go to #hell with your #suggestions. I want #resolution only. Whatever you suggest in set of your mails; We already competed those processes.
[USER_ID]  [URL]
[USER_ID]  [URL]
@AmazonHelp If [USER_ID] [USER_ID] think that Indian Customer can be exploited then you r making mistake. I’ll take matter @ highest level on social media
@AmazonHelp I’ll wait till the time you reply the resolution of matter at this place. I’ll not allow you to exploit me with your dirty tactics [USER_ID]",wrong_item,Auto-classified by keyword matching,auto_handle,We apologize for the mix-up. Please contact our support team so we can arrange a replacement or return for the incorrect item.,medium,12
202,#AmazonIndia  your gift card __credit_card__ is not valid. Feeling cheated. #amazongiftcard,gift_card,Auto-classified by keyword matching,auto_handle,"Please check your gift card balance in your Amazon account. If you're having issues redeeming it, our support team can assist.",easy,3
203,[USER_ID] Is Amazon pay balance transferable to another Amazon user?,gift_card,Auto-classified by keyword matching,auto_handle,"Please check your gift card balance in your Amazon account. If you're having issues redeeming it, our support team can assist.",easy,2
204,Could not get Amazon balance which I made in offer days. Then what is your motto behind the 75 rs cash back on 250rs and above.[USER_ID],gift_card,Auto-classified by keyword matching,auto_handle,"Please check your gift card balance in your Amazon account. If you're having issues redeeming it, our support team can assist.",easy,2
205,"@AmazonHelp Yes the card was bought on [URL]. The balance is on my uk amazon account but no option to use on Amazon Prime Now checkout 🤔
@AmazonHelp [USER_ID] Is it possible to spend gift card balances on Prime Now in the UK?
[USER_ID] Hey [USER_ID], how can I use my Amazon gift card balance on Prime Now in UK? Is there a workaround for this?",gift_card,Auto-classified by keyword matching,auto_handle,"Please check your gift card balance in your Amazon account. If you're having issues redeeming it, our support team can assist.",easy,5
206,"@AmazonHelp Thank you for your response, however I just got off the phone with Amazon Support and they were able to resolve my issue.
@AmazonHelp They had to manually send a password reset email and once I received it I was able to reset it then log in without issue. No idea why my original password stopped working though.
@AmazonHelp Is there a problem with signing in to Amazon right now? I'm trying to check my gift card balance but it keeps rejecting my  password.",gift_card,Auto-classified by keyword matching,auto_handle,"Please check your gift card balance in your Amazon account. If you're having issues redeeming it, our support team can assist.",easy,5
